gene_id,D20,D21,D22,L7,L8,L9,R13B,R15B,R33,S4,S5,S7
Pastreoides37685,0,0,13,0,0,9,13,3,0,0,0,0
Pastreoides01043,0,0,3,0,0,0,1,0,2,0,0,0
Pastreoides29369,0,0,0,3,2,0,2,0,0,0,0,1
Pastreoides52295,0,51,35,43,89,28,31,12,10,123,38,149
Pastreoides07155,1,5,2,4,4,7,11,1,1,2,2,3
Pastreoides07156,0,1,5,3,0,0,0,0,0,2,4,1
Pastreoides52296,0,0,0,3,2,0,0,1,0,3,1,3
Pastreoides07150,0,0,0,45,89,218,0,9,0,308,173,182
Pastreoides07151,0,6,52,352,370,310,66,22,4,362,244,310
Pastreoides07152,0,55,94,547,361,354,111,62,14,382,204,543
Pastreoides07153,0,52,129,33,37,102,99,30,0,134,137,164
Pastreoides12259,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides52299,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides52298,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides12258,0,0,0,19911,49245,181406,188,0,0,195040,101035,147769
Pastreoides34793,0,28,25,443,447,241,55,25,0,425,213,393
Pastreoides64234,0,10,2,5,10,2,4,0,0,3,2,2
Pastreoides34794,0,31,18,1194,1468,1470,73,10,11,1913,1037,1509
Pastreoides11801,0,0,0,0,0,3,0,0,0,0,0,0
Pastreoides23735,0,0,70,447,657,1342,74,26,0,1837,1180,2243
Pastreoides55416,0,0,3,42,41,52,2,0,0,34,19,94
Pastreoides57119,6,32,20,2,8,4,6,3,1,6,0,16
Pastreoides57118,0,6,26,0,6,0,51,10,0,0,0,0
Pastreoides11231,0,0,2,43,74,149,0,0,0,87,45,62
Pastreoides57111,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides57110,0,87,171,1378,1561,1009,22,228,42,832,779,746
Pastreoides57113,0,2,0,8,9,3,4,2,0,5,3,4
Pastreoides57112,0,0,2,1,2,0,15,0,4,0,0,0
Pastreoides57115,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides57114,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides57117,0,0,0,0,0,12,34,0,0,0,0,2
Pastreoides57116,0,0,0,0,11,6,0,0,0,7,0,10
Pastreoides61339,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides23549,0,0,77,999,1573,1679,65,38,0,644,274,538
Pastreoides50951,0,0,0,2,3,0,0,0,0,3,0,0
Pastreoides19026,0,1,6,10,4,10,16,12,4,6,2,6
Pastreoides19024,0,27,48,168,247,225,92,4,10,251,224,324
Pastreoides17148,0,0,12,29,51,27,0,0,0,21,15,11
Pastreoides17149,0,0,0,8,7,32,0,0,0,37,9,17
Pastreoides17146,16,300,517,425,483,771,864,242,29,1268,605,1099
Pastreoides17147,0,298,309,1597,1837,1353,531,202,13,1878,1009,2164
Pastreoides17144,0,8,15,34,17,0,77,12,0,24,5,25
Pastreoides17145,0,0,12,18,4,35,39,0,0,15,8,28
Pastreoides17142,0,0,0,0,0,42,0,0,0,35,22,74
Pastreoides17143,0,0,0,29,38,0,0,0,0,25,0,16
Pastreoides17140,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides17141,0,4,2,3,2,2,6,3,0,0,0,3
Pastreoides34071,6,99,102,14,24,102,119,29,12,149,103,258
Pastreoides34070,0,0,0,0,0,0,0,0,1,0,0,0
Pastreoides34073,15,65,174,1309,1520,1344,309,100,12,1582,956,1369
Pastreoides34072,1,4,9,2,3,3,2,2,0,3,3,5
Pastreoides34075,0,10,8,154,117,160,41,0,0,143,79,142
Pastreoides34074,0,26,33,299,263,229,116,35,14,273,214,232
Pastreoides34077,0,59,293,1141,1578,1308,415,165,35,1410,874,1087
Pastreoides34076,0,29,0,17,18,10,35,9,5,6,0,13
Pastreoides34079,4,126,193,456,356,517,306,55,13,293,273,617
Pastreoides34078,14,69,95,286,208,261,146,52,10,176,93,298
Pastreoides64079,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides09648,0,0,0,0,0,0,0,0,0,0,0,10
Pastreoides09649,0,0,5,80,117,184,15,0,0,141,105,300
Pastreoides09642,0,0,0,9,0,9,0,0,0,11,0,0
Pastreoides09643,0,0,0,22,29,18,13,0,0,12,4,8
Pastreoides09640,0,0,0,28,17,0,0,0,0,0,0,0
Pastreoides09641,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides09646,0,0,0,0,0,0,7,0,0,0,0,0
Pastreoides09647,0,0,0,29,46,46,0,5,0,69,41,33
Pastreoides09644,0,196,520,3434,4021,4481,464,83,26,4770,2436,5093
Pastreoides09645,0,0,0,9,41,44,10,10,0,31,13,16
Pastreoides01417,33,111,152,740,958,1109,139,35,11,981,537,904
Pastreoides01416,0,0,6,42,82,128,11,0,0,75,30,69
Pastreoides01415,0,0,10,320,432,512,41,0,0,400,166,434
Pastreoides01414,0,18,65,0,0,30,87,0,0,22,10,21
Pastreoides01413,0,0,17,62,78,86,21,8,0,50,46,67
Pastreoides19029,0,129,195,2170,2302,3672,211,20,17,2605,1306,3943
Pastreoides01411,0,0,0,5,26,7,0,7,0,9,15,33
Pastreoides01410,0,0,0,1,0,0,0,0,0,0,0,0
Pastreoides23546,0,13,11,96,118,133,11,8,26,134,58,189
Pastreoides01419,0,12,10,90,72,49,32,6,4,56,47,61
Pastreoides01418,0,74,69,756,620,646,125,29,0,572,350,544
Pastreoides36486,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31459,0,52,0,566,608,1082,26,8,0,1255,954,1775
Pastreoides03929,0,208,218,1501,1081,3995,549,136,39,2318,1786,2670
Pastreoides03928,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides03925,1,2,0,5,6,20,8,6,1,14,8,20
Pastreoides03924,4,17,21,63,95,70,62,15,10,47,26,38
Pastreoides43765,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides03926,0,3,4,9,7,30,6,3,1,17,15,22
Pastreoides03921,0,0,0,48,20,18,0,0,0,5,0,0
Pastreoides03920,0,55,47,232,202,161,72,19,0,190,110,131
Pastreoides03923,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides03922,0,0,22,210,225,301,55,25,0,179,78,221
Pastreoides43349,0,0,6,0,0,10,23,0,0,3,0,0
Pastreoides43348,0,11,15,30,37,44,44,6,0,31,27,8
Pastreoides42365,0,0,0,36,32,0,0,0,0,0,0,0
Pastreoides43345,0,0,0,0,2,0,0,0,0,0,0,0
Pastreoides43344,0,0,11,152,190,54,22,4,1,99,43,72
Pastreoides43347,0,1,0,0,0,0,0,0,0,0,0,0
Pastreoides43346,0,2,0,2,3,1,3,1,1,2,3,1
Pastreoides43341,0,0,0,0,5,1,1,0,2,8,0,9
Pastreoides43340,0,0,0,0,18,0,6,0,0,18,0,0
Pastreoides43343,0,0,22,22,26,9,38,11,0,38,14,29
Pastreoides43342,0,17,24,5,26,38,40,10,0,20,10,18
Pastreoides09013,0,55,94,403,410,485,132,53,0,442,202,457
Pastreoides36488,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31457,0,0,0,0,0,0,3,0,0,285,159,297
Pastreoides36507,0,0,16,0,0,0,0,0,0,0,0,0
Pastreoides36506,0,0,8,0,0,0,0,4,0,15,0,7
Pastreoides36505,0,0,1,9,19,7,0,0,0,14,4,0
Pastreoides36504,0,0,0,17,24,15,0,0,0,26,22,16
Pastreoides36503,0,105,148,571,574,675,230,56,21,830,481,1085
Pastreoides36502,0,39,29,147,134,167,27,10,8,163,124,197
Pastreoides36501,0,195,291,1787,1686,1824,515,234,70,1820,1000,1345
Pastreoides20930,0,39,37,805,523,710,109,19,0,823,666,1021
Pastreoides55779,0,0,0,36,44,53,10,0,0,55,9,55
Pastreoides36509,309,4578,5830,10897,13509,45811,3154,1302,358,32814,22852,24415
Pastreoides36508,0,19,17,0,2,1,4,5,0,10,0,9
Pastreoides53915,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62428,9,34,34,28,17,63,120,38,1,28,25,93
Pastreoides53917,0,43,37,953,1270,4323,92,60,24,4715,2904,7432
Pastreoides53916,0,0,0,5,14,17,4,0,0,2,3,6
Pastreoides53911,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides53910,0,236,148,963,796,422,91,43,6,278,144,547
Pastreoides53913,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides53912,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62421,0,0,0,1,0,0,0,0,0,0,0,0
Pastreoides20935,0,4,5,22,26,41,8,0,0,34,21,34
Pastreoides62423,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62422,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62425,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides62424,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62427,0,10,0,10,5,28,39,0,0,8,14,15
Pastreoides20934,9,0,127,202,188,417,128,25,7,403,243,382
Pastreoides20937,0,0,0,19,14,0,11,4,0,0,0,0
Pastreoides28466,0,19,15,33,13,39,22,0,0,25,28,29
Pastreoides20936,0,0,0,0,0,0,14,0,0,0,0,0
Pastreoides53223,0,9,2,7,9,16,3,0,0,50,37,22
Pastreoides35858,0,0,2,0,0,0,0,0,0,0,0,0
Pastreoides35859,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides55772,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides35850,23,511,973,3779,3258,3395,1552,136,45,5179,2367,4820
Pastreoides35851,78,1179,1705,5789,5237,5779,2842,486,160,7245,3606,6772
Pastreoides35852,10,32,173,17,7,0,120,10,4,66,35,53
Pastreoides35853,8,1019,2014,258,238,73,1562,383,126,613,488,719
Pastreoides35854,0,4,8,0,0,0,24,0,0,0,0,0
Pastreoides55771,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides35856,0,0,0,59,39,0,0,0,0,10,0,0
Pastreoides35857,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides63871,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides55770,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides63870,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides10547,0,0,177,223,280,304,151,0,0,316,125,379
Pastreoides63873,0,32,18,0,0,0,0,0,0,0,0,0
Pastreoides10546,0,0,0,0,0,0,52,0,0,0,0,0
Pastreoides63872,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides55775,4,479,666,1564,1460,1270,742,183,55,1666,942,2055
Pastreoides02779,0,7,16,112,160,105,22,26,3,170,78,145
Pastreoides63875,0,3,10,0,0,0,0,0,0,3,0,0
Pastreoides55774,0,2,0,0,2,0,0,0,0,4,2,4
Pastreoides28004,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides02337,0,0,0,0,0,0,8,0,0,0,0,0
Pastreoides02336,0,0,0,0,6,0,13,5,0,0,0,0
Pastreoides02335,0,4,10,18,18,6,15,4,0,11,9,0
Pastreoides02334,32,125,266,1356,1292,1706,330,181,49,1443,776,1343
Pastreoides02333,0,73,60,576,647,551,192,48,13,639,350,451
Pastreoides02332,0,16,37,250,264,342,100,12,11,483,223,516
Pastreoides02331,36,377,529,2579,3208,5354,737,194,57,4294,2611,6354
Pastreoides02330,0,1,0,1,1,0,1,0,0,0,1,1
Pastreoides63876,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides02339,0,0,0,73,54,40,0,0,0,20,34,47
Pastreoides02338,0,0,9,10,8,0,42,4,0,10,11,5
Pastreoides07972,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides28009,0,0,0,22,34,14,0,0,0,17,35,21
Pastreoides07970,0,4,3,13,20,17,5,4,0,5,7,7
Pastreoides07971,0,0,0,10,4,0,0,0,0,10,40,22
Pastreoides07976,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides07977,0,0,4,3,0,0,4,0,0,0,0,0
Pastreoides07974,0,0,0,0,0,0,0,0,3,0,0,0
Pastreoides07975,0,0,0,0,0,0,6,0,0,0,0,0
Pastreoides07978,0,8,0,14,0,0,18,0,0,0,0,0
Pastreoides07979,0,0,0,0,0,0,18,0,0,5,0,3
Pastreoides19276,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides19277,0,7,4,0,0,4,0,0,0,4,0,0
Pastreoides19274,0,0,0,17,27,80,15,7,0,72,48,42
Pastreoides19275,0,0,23,7,9,25,20,0,0,10,14,0
Pastreoides19272,0,86,206,819,891,714,468,90,14,688,378,859
Pastreoides19273,28,465,985,3236,2761,4428,1727,369,113,4097,2281,4605
Pastreoides19270,0,20,67,233,220,219,173,43,30,213,106,370
Pastreoides19271,0,39,79,328,326,446,243,43,7,339,241,465
Pastreoides53178,0,0,0,0,3,0,0,0,0,0,0,0
Pastreoides46030,6,32,89,513,501,484,142,46,7,639,351,582
Pastreoides28981,5,25,9,80,17,52,45,15,10,38,44,47
Pastreoides19279,0,25,8,194,238,269,12,6,0,214,209,170
Pastreoides55511,0,32,33,46,40,58,54,18,7,80,27,100
Pastreoides50338,0,3,1,3,3,2,2,1,0,2,1,2
Pastreoides50339,1,12,10,13,7,8,10,5,2,6,3,8
Pastreoides50334,0,3,3,1,2,0,3,0,0,0,0,0
Pastreoides50335,0,0,2,0,1,0,0,2,0,0,2,3
Pastreoides50336,0,0,0,1,2,0,2,1,0,0,1,1
Pastreoides50337,0,2,3,14,14,5,12,2,3,7,4,12
Pastreoides50330,0,0,0,0,69,0,15,0,0,61,0,0
Pastreoides50331,0,0,0,0,17,0,0,0,0,0,0,14
Pastreoides50332,0,0,0,0,14,16,0,0,0,6,0,13
Pastreoides50333,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides41255,13,171,269,1127,976,1116,434,76,24,1290,738,1663
Pastreoides41254,6,56,123,490,379,470,113,21,0,466,263,522
Pastreoides41257,27,353,550,1434,1214,1483,1078,268,57,1881,1052,3073
Pastreoides41256,0,13,28,133,128,63,55,39,9,61,41,65
Pastreoides10373,0,0,4,0,0,0,0,0,1,0,0,0
Pastreoides41250,5,72,218,407,350,825,170,26,28,473,353,996
Pastreoides41253,0,0,1,3,3,0,0,0,0,0,0,0
Pastreoides41252,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides41259,0,3,1,2,7,0,3,0,0,0,0,3
Pastreoides41258,0,5,2,0,7,0,0,0,0,2,0,0
Pastreoides20242,0,61,96,112,283,472,31,0,0,637,412,654
Pastreoides08890,0,46,48,69,51,242,123,294,92,124,67,49
Pastreoides08891,0,0,10,421,381,204,29,11,0,225,110,179
Pastreoides08892,0,0,33,273,215,113,17,0,0,159,79,203
Pastreoides08893,80,4123,6582,18031,12151,19759,4121,3444,539,35492,20360,27532
Pastreoides38369,6,99,140,259,203,333,167,48,13,480,260,595
Pastreoides08895,0,60,81,1009,1145,329,172,25,10,503,348,490
Pastreoides08896,0,18,18,225,196,68,32,23,3,95,85,72
Pastreoides08897,0,19,15,0,0,0,3,0,0,5,0,8
Pastreoides08898,0,0,0,254,174,490,32,16,0,995,569,1124
Pastreoides08899,0,0,0,19,24,93,0,0,0,98,55,92
Pastreoides38367,0,3,2,5,6,3,5,3,1,16,9,8
Pastreoides38366,0,0,0,4,0,0,3,0,0,2,0,0
Pastreoides38361,0,0,0,0,0,86,53,0,0,0,0,0
Pastreoides38368,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides38363,0,0,0,0,0,0,8,0,0,0,0,0
Pastreoides38362,0,0,0,7,0,38,24,0,0,0,0,0
Pastreoides43645,0,19,36,216,185,132,43,0,0,147,99,169
Pastreoides33897,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20539,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20538,0,1,1,1,1,0,1,1,0,2,1,1
Pastreoides34819,0,0,3,12,0,0,5,0,0,0,0,0
Pastreoides34818,0,0,7,152,272,344,14,0,0,176,110,316
Pastreoides20535,0,14,0,0,0,3,0,1,0,1,0,0
Pastreoides20534,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34815,0,7,0,0,0,0,5,0,0,0,1,0
Pastreoides20536,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides55516,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20530,0,0,0,86,121,138,3,3,0,35,34,44
Pastreoides34811,0,6,7,56,29,0,22,5,0,28,16,32
Pastreoides20532,0,11,31,25,36,71,24,8,0,113,67,67
Pastreoides43646,0,31,39,317,313,169,88,25,9,232,119,291
Pastreoides24449,36,602,1150,1629,1212,3445,801,634,59,3244,1388,3550
Pastreoides24448,0,0,5,5,0,0,3,0,0,0,0,0
Pastreoides58659,0,0,5,7,5,0,59,15,0,17,0,25
Pastreoides58658,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides24445,0,38,48,70,99,161,36,11,0,552,215,660
Pastreoides24444,0,76,50,75,134,162,36,33,0,408,182,543
Pastreoides24447,0,69,39,17,0,0,45,0,0,91,0,98
Pastreoides58654,0,0,0,0,0,5,51,8,0,0,0,0
Pastreoides58653,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides58652,1,1,0,3,4,6,1,1,1,2,1,3
Pastreoides24443,47,113,478,30,43,151,31,0,0,150,88,112
Pastreoides58650,0,0,13,0,19,15,87,28,6,18,0,12
Pastreoides55515,0,13,7,85,75,40,27,9,0,31,20,31
Pastreoides40700,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides40701,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides40702,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides40703,0,11,14,15,27,15,10,9,0,0,7,0
Pastreoides40704,0,1,1,0,0,0,1,1,0,0,0,0
Pastreoides40705,0,8,2,2,5,0,12,2,0,2,0,0
Pastreoides40706,0,20,0,0,0,0,0,0,0,0,0,0
Pastreoides40707,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides40708,0,59,95,2,0,0,116,6,5,4,0,0
Pastreoides40709,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides53173,243,5512,6157,27734,42401,38498,4231,4378,2656,40053,22739,23738
Pastreoides46706,0,14,34,35,46,0,47,7,0,37,11,47
Pastreoides46707,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31368,0,0,39,55,58,97,28,19,0,102,82,77
Pastreoides46705,0,51,10,10,0,0,34,0,0,18,16,20
Pastreoides46702,0,3,0,17,33,12,8,4,0,15,9,5
Pastreoides46703,0,0,0,0,0,0,0,0,7,0,0,0
Pastreoides46700,0,0,0,0,2,5,3,0,0,3,2,2
Pastreoides46701,0,2,0,1,0,2,3,2,0,1,1,2
Pastreoides31362,0,2,0,2,2,3,3,0,0,0,3,2
Pastreoides31363,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31360,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31361,0,0,0,2,2,6,2,1,0,2,1,3
Pastreoides31366,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31367,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31364,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides46709,0,13,40,46,30,32,52,6,0,21,9,42
Pastreoides02809,0,11,0,419,364,996,26,3,0,654,318,426
Pastreoides02808,0,31,50,312,369,231,96,24,8,210,103,205
Pastreoides63609,0,5,0,7,8,0,7,4,0,5,7,9
Pastreoides02801,0,0,0,2,16,8,0,0,0,0,3,0
Pastreoides02800,0,156,210,4458,5731,6753,308,162,44,8457,5127,6391
Pastreoides02803,0,294,508,37,222,102,464,47,38,119,35,68
Pastreoides02802,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides02805,0,0,0,11,8,7,0,0,0,30,7,32
Pastreoides02804,0,0,6,24,51,66,15,0,0,67,15,49
Pastreoides02807,0,0,27,67,112,74,51,29,5,113,24,130
Pastreoides02806,0,0,32,11,25,26,13,3,9,22,22,11
Pastreoides28987,0,0,3,0,0,0,0,0,0,0,0,0
Pastreoides38364,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides63602,0,0,0,2,0,0,0,0,0,0,2,0
Pastreoides63603,0,0,0,0,14,28,0,0,0,0,0,0
Pastreoides53171,1,5,7,9,18,9,23,15,4,16,14,19
Pastreoides64435,0,8,13,32,42,16,11,4,0,18,21,33
Pastreoides36156,0,0,0,0,0,0,0,0,0,0,13,0
Pastreoides26471,0,1,1,1,1,0,1,0,0,3,1,0
Pastreoides25318,0,14,55,94,146,180,95,17,5,162,57,165
Pastreoides25319,0,24,28,136,164,151,60,7,8,111,50,177
Pastreoides25316,4,22,85,663,479,566,175,29,0,485,265,482
Pastreoides28636,0,270,402,2095,2488,2209,718,237,29,2113,1325,1999
Pastreoides25314,0,111,28,355,381,212,106,17,0,286,201,291
Pastreoides25315,0,28,51,267,301,305,78,16,21,201,163,250
Pastreoides25312,0,0,4,101,116,34,8,2,1,30,26,41
Pastreoides25313,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides25310,42,2439,2774,10192,8575,8760,2161,4687,1485,11304,5674,6764
Pastreoides36151,0,1,4,12,4,3,5,3,0,15,7,14
Pastreoides36152,0,0,6,4,0,0,7,0,0,5,0,0
Pastreoides42289,24,764,1705,5213,6864,7417,3639,992,297,7846,4421,7294
Pastreoides42288,0,133,190,832,862,1056,364,52,26,913,745,1316
Pastreoides42287,0,0,31,969,1113,811,113,28,0,781,372,984
Pastreoides42286,0,37,50,758,912,594,80,29,0,579,290,695
Pastreoides42285,0,834,1107,6600,7508,9131,1705,502,131,9100,4784,6922
Pastreoides28635,0,308,460,1633,1888,1720,670,277,118,1636,973,1369
Pastreoides42283,0,54,111,375,448,528,161,117,26,421,245,314
Pastreoides42282,0,219,308,708,866,704,194,240,29,1017,660,911
Pastreoides42281,0,42,76,152,186,266,47,60,10,393,244,353
Pastreoides42280,0,80,259,717,747,676,287,82,15,613,323,580
Pastreoides53239,0,0,2,3,1,0,36,8,1,2,4,6
Pastreoides25564,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides17783,8,679,1085,2640,2926,4164,2197,604,174,3737,2335,5258
Pastreoides33782,0,0,0,58,84,26,0,8,0,66,27,60
Pastreoides53177,0,2,2,2,2,2,3,1,1,4,3,3
Pastreoides42580,0,0,8,0,0,0,6,0,0,0,0,0
Pastreoides05764,3,83,108,109,137,291,52,11,4,154,152,125
Pastreoides42582,2,0,2,12,4,5,4,0,0,7,4,20
Pastreoides31946,0,3,3,3,2,4,2,4,1,3,1,5
Pastreoides31947,1,0,3,1,1,2,2,0,0,1,2,1
Pastreoides31944,0,0,0,0,0,0,6,0,0,1,0,0
Pastreoides42583,0,23,0,0,15,12,25,5,0,62,22,64
Pastreoides53176,0,0,19,87,122,111,0,16,0,107,84,139
Pastreoides31943,0,0,3,0,0,0,0,0,0,0,0,0
Pastreoides31940,0,40,29,31,56,119,9,48,6,226,118,224
Pastreoides31941,0,30,18,111,419,206,6,1,2,91,34,100
Pastreoides05761,0,48,99,15,0,0,114,247,46,0,0,0
Pastreoides31948,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31949,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides05763,0,7,13,86,96,47,18,0,0,45,39,22
Pastreoides00409,0,353,546,1231,1171,1528,684,240,85,1269,715,1389
Pastreoides00408,0,13,8,13,0,0,120,23,0,16,13,17
Pastreoides00407,28,1230,1837,6835,7233,9502,1734,1408,382,8080,4762,6117
Pastreoides00406,3,62,20,56,73,31,75,14,14,77,50,105
Pastreoides00405,0,11,2,0,2,2,0,0,1,0,0,0
Pastreoides42587,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides00403,0,0,0,7,4,0,8,0,0,0,0,0
Pastreoides00402,0,0,0,3,0,0,0,0,0,0,0,0
Pastreoides00401,0,6,0,4,3,5,6,0,0,0,5,0
Pastreoides00400,0,14,8,7,4,0,14,0,0,25,6,17
Pastreoides30019,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30018,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides04319,0,0,25,0,0,0,29,0,0,0,0,0
Pastreoides04318,0,10,3,4,5,12,3,2,0,6,5,5
Pastreoides04317,0,11,0,7,16,0,45,18,6,16,7,5
Pastreoides04316,0,0,4,0,0,0,0,0,0,0,0,0
Pastreoides04315,0,22,83,0,6,0,67,22,5,0,0,0
Pastreoides04314,0,0,17,0,8,2,50,0,0,22,6,2
Pastreoides04313,0,0,25,19,22,39,54,10,6,73,33,56
Pastreoides04312,0,4,15,5,12,26,19,3,2,34,25,26
Pastreoides04311,0,17,5,0,0,0,0,0,2,0,0,0
Pastreoides30014,0,4,0,0,0,0,0,0,0,0,0,0
Pastreoides37357,0,0,0,0,5,0,21,3,0,0,0,8
Pastreoides42135,0,0,0,4,42,10,44,5,13,11,0,16
Pastreoides42134,0,0,0,0,0,0,0,0,5,0,0,0
Pastreoides42137,0,0,0,9,68,0,0,0,0,0,0,0
Pastreoides42136,0,0,0,0,0,4,0,0,0,7,0,0
Pastreoides42131,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides42130,0,0,0,0,0,0,1,0,0,0,1,0
Pastreoides42133,0,0,0,0,0,0,25,0,0,0,0,0
Pastreoides42132,0,0,5,0,0,0,0,0,0,0,5,0
Pastreoides42139,0,0,1,0,3,1,2,0,0,2,1,0
Pastreoides42138,0,0,0,7,26,0,0,0,0,0,0,0
Pastreoides59236,28,2023,2858,6788,7870,10023,2652,936,289,10520,6439,11528
Pastreoides59237,0,24,37,195,243,237,63,19,8,177,152,273
Pastreoides59234,0,0,0,6,6,6,0,1,0,0,0,0
Pastreoides59235,0,0,0,629,501,885,87,0,0,695,381,614
Pastreoides59232,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59233,0,11,7,24,22,17,10,3,0,34,9,29
Pastreoides59230,1,4,2,0,0,2,0,0,0,0,0,4
Pastreoides59231,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30978,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59238,0,0,47,191,193,190,19,8,0,450,170,444
Pastreoides59239,0,0,18,40,48,85,23,6,0,64,43,66
Pastreoides26155,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides26154,0,9,10,0,0,0,0,0,0,0,0,0
Pastreoides26157,0,14,8,0,0,0,0,9,0,0,0,0
Pastreoides26156,0,0,62,0,8,0,54,97,9,0,0,0
Pastreoides26151,0,10,8,6,12,8,7,3,0,9,3,8
Pastreoides26150,0,0,0,14,16,11,4,1,0,15,5,10
Pastreoides26153,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides26152,0,17,18,5,0,0,2,7,6,0,0,0
Pastreoides26159,0,0,20,11,20,44,58,12,4,70,32,48
Pastreoides26158,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides43666,0,46,0,109,57,93,13,0,0,64,62,99
Pastreoides43667,8,111,119,616,297,432,120,56,12,429,257,582
Pastreoides49248,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides43665,0,0,0,30,22,27,0,7,0,0,13,23
Pastreoides43662,0,0,0,19,7,0,14,0,0,0,0,0
Pastreoides43663,0,0,9,15,11,0,18,13,0,6,0,11
Pastreoides43660,0,1,0,0,0,0,0,0,0,0,0,0
Pastreoides43661,0,0,1,12,5,0,14,0,0,3,0,0
Pastreoides49242,0,4,0,0,0,0,0,0,0,0,0,0
Pastreoides49243,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides49240,3,216,204,0,0,0,97,21,11,0,0,0
Pastreoides49241,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides49246,16,331,697,0,4,0,184,243,11,17,7,16
Pastreoides49247,0,11,5,2,2,0,19,3,1,2,3,6
Pastreoides49244,0,0,0,0,0,0,0,4,0,0,0,0
Pastreoides43669,0,210,156,2544,3692,1794,227,177,63,2372,1216,1728
